"hh_id","weight","cms_zone","survey_mode","person_id","person_num","is_participant","num_days","num_days_complete","num_trips","num_walk_trips","num_transit_trips","num_bike_trips","num_taxi_trips","num_tnc_trips","num_complete_weekend_days","num_complete_weekdays","first_travel_date","last_travel_date","made_trips","smartphone_type","relationship","age","employment","worker","student","license","vehicle","congestion","drive_cbd_freq","planning_apps","job_type","jobs_count","industry","telework_freq","work_cms_zone","missing_work_location","work_mode","work_mode_own","work_park_location","work_park_pay","work_vehicle_pass_period","work_park_amount_day","work_park_amount_week","work_park_amount_month","work_park_amount_year","work_mode_auto","work_mode_bus","work_mode_rail","work_mode_ferry","work_mode_taxi","work_mode_bike","work_bike_park","work_mode_scooter","work_scooter_park","school_type","school_cms_zone","missing_school_location","kid_accompany","school_mode","school_mode_own","school_park_location","school_vehicle_pass_period","school_park_amount_day","school_park_amount_month","school_park_amount_week","school_park_amount_year","school_mode_auto","school_mode_bus","school_mode_rail","school_mode_ferry","school_access","school_egress","school_mode_taxi","school_mode_bike","school_bike_park","school_mode_scooter","school_scooter_park","bike_freq","bike_num_days","bike_stolen","bike_purpose_errands","bike_purpose_transit","bike_purpose_recreation","bike_purpose_commute","bike_purpose_appointment","bike_purpose_other","no_bike_nyc_bike_lanes","no_bike_nyc_paving","no_bike_nyc_storage","no_bike_nyc_long_trips","no_bike_nyc_showers","no_bike_nyc_modes","no_bike_nyc_unable","no_bike_nyc_other","bike_share_citi_bike","bike_share_jump","bike_share_lime","bike_share_none","bike_share_user","citi_bike_freq","jump_freq","lime_freq","no_bike_share_unfamiliar","no_bike_share_expensive","no_bike_share_neighborhood","no_bike_share_stations","no_bike_share_personal_bike","no_bike_share_docks","no_bike_share_uncomfortable","no_bike_share_other","tnc_use_uber","tnc_use_lyft","tnc_use_via","tnc_use_juno","tnc_use_none","tnc_user","tnc_freq","tnc_purpose","tnc_mode","tnc_mode_auto","tnc_mode_taxi","tnc_mode_bus","tnc_mode_rail","tnc_mode_ferry","tnc_mode_bike","tnc_mode_scooter","car_share_zipcar","car_share_car2go","car_share_enterprise","car_share_other","car_share_none","car_share_user","packages","packages_distance","harassment","harassment_trip","harassment_time","harassment_route","harassment_transit","harassment_mode","harassment_neighborhood","harassment_private_car","harassment_alone","harassment_attention","harassment_defense","harassment_other","harassment_none","gender","education","english_proficiency","ethnicity","race_american_indian","race_asian","race_black","race_native_hawaiian","race_white","race_other","disability_hearing","disability_seeing","disability_walking","disability_mobility","disability_dressing","disability_concentrating","disability_none"
"19082987","0.00000","Middle Queens","1","1908298702","2","0",,,,,,,,,,,"2019-06-05T00:00:00.000","2019-06-11T00:00:00.000",,"995","1","6","1","1","0","995","995","995","995","995","995","995","995","995",,"0","995","995","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","995",,"0","995","995","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995"
"19082987","94.53670","Middle Queens","1","1908298701","1","1","7","7","17","9","0","0","0","4","2","5","2019-06-05T00:00:00.000","2019-06-11T00:00:00.000","1","2","0","6","1","1","0","1","2","2","6","5","1","1","7","8","Inner Queens","0","100","7","4","1","995",,,,,"995","995","995","995","995","995","995","995","995","995",,"0","995","995","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","995","995","5","0","0","995","995","995","995","995","995","1","1","0","0","0","1","0","0","0","0","0","1","0","995","995","995","0","0","0","0","1","0","0","0","1","0","0","0","0","1","7","50","106","995","60","995","995","995","995","995","0","0","0","0","1","0","2","995","1","0","0","0","0","0","0","0","0","1","0","0","0","1","7","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
"19438810","0.00000","Middle Queens","1","1943881004","4","0",,,,,,,,,,,"2019-06-14T00:00:00.000","2019-06-20T00:00:00.000",,"995","2","2","995","995","1","995","995","995","995","995","995","995","995","995",,"0","995","995","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","5",,"0","0","102","995","995","995",,,,,"995","24","995","995","1","1","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995"
"19438810","0.00000","Middle Queens","1","1943881003","3","0",,,,,,,,,,,"2019-06-14T00:00:00.000","2019-06-20T00:00:00.000",,"995","2","2","995","995","1","995","995","995","995","995","995","995","995","995",,"0","995","995","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","6",,"0","0","1","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995"
"19438810","0.00000","Middle Queens","1","1943881002","2","0",,,,,,,,,,,"2019-06-14T00:00:00.000","2019-06-20T00:00:00.000",,"995","1","6","1","1","0","995","995","995","995","995","995","995","995","995",,"0","995","995","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","995",,"0","995","995","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995"
"19438810","497.07497","Middle Queens","1","1943881001","1","1","7","4","7","3","0","0","0","0","2","2","2019-06-14T00:00:00.000","2019-06-20T00:00:00.000","1","1","0","6","1","1","0","1","1","4","7","6","1","1","7","8","Northern Bronx","0","100","6","3","4","3",,,"63",,"995","995","995","995","995","995","995","995","995","995",,"0","995","995","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","995","995","5","995","0","995","995","995","995","995","995","0","0","0","0","0","1","0","0","0","0","0","1","0","995","995","995","0","0","0","0","0","0","1","0","0","0","0","0","1","0","995","995","995","995","995","995","995","995","995","995","0","0","0","0","1","0","2","995","4","995","995","995","995","995","995","995","995","995","995","995","995","2","7","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1"
"19949588","0.00000","Middle Queens","1","1994958802","2","0",,,,,,,,,,,"2019-06-07T00:00:00.000","2019-06-13T00:00:00.000",,"995","-9998","5","6","0","0","995","995","995","995","995","995","995","995","995",,"0","995","995","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","995",,"0","995","995","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995"
"19949588","196.83626","Middle Queens","1","1994958801","1","1","7","3","15","10","7","0","0","0","2","1","2019-06-07T00:00:00.000","2019-06-13T00:00:00.000","1","1","0","5","1","1","0","1","995","3","995","-9998","1","1","1","6","Manhattan Core","1","105","995","995","995","995",,,,,"995","995","30","995","995","995","995","995","995","995",,"0","995","995","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","995","995","-9998","995","-9998","-9998","-9998","-9998","-9998","-9998","-9998","995","995","995","995","995","995","995","995","-9998","-9998","-9998","-9998","-9998","995","995","995","-9998","-9998","-9998","-9998","-9998","-9998","-9998","-9998","1","1","0","0","0","1","7","60","105","995","995","995","30","995","995","995","1","0","0","0","0","1","-9998","995","-9998","-9998","-9998","-9998","-9998","-9998","-9998","-9998","-9998","-9998","-9998","-9998","-9998","2","-9998","-9998","1","0","1","0","0","0","0","0","0","0","0","0","0","1"
"19407941","0.00000","Middle Queens","1","1940794106","6","0",,,,,,,,,,,"2019-06-08T00:00:00.000","2019-06-14T00:00:00.000",,"995","997","3","995","995","1","995","995","995","995","995","995","995","995","995",,"0","995","995","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","995",,"0","995","-9998","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995"
"19407941","0.00000","Middle Queens","1","1940794105","5","0",,,,,,,,,,,"2019-06-08T00:00:00.000","2019-06-14T00:00:00.000",,"995","997","2","995","995","1","995","995","995","995","995","995","995","995","995",,"0","995","995","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","995",,"0","995","-9998","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995"
"19407941","0.00000","Middle Queens","1","1940794104","4","0",,,,,,,,,,,"2019-06-08T00:00:00.000","2019-06-14T00:00:00.000",,"995","997","7","2","1","1","995","995","995","995","995","995","995","995","995",,"0","995","995","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","-9998",,"0","995","-9998","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995"
"19407941","0.00000","Middle Queens","1","1940794103","3","0",,,,,,,,,,,"2019-06-08T00:00:00.000","2019-06-14T00:00:00.000",,"995","997","7","1","1","2","995","995","995","995","995","995","995","995","995",,"0","995","995","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","-9998",,"0","995","-9998","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995"
"19407941","0.00000","Middle Queens","1","1940794102","2","0",,,,,,,,,,,"2019-06-08T00:00:00.000","2019-06-14T00:00:00.000",,"995","997","6","1","1","0","995","995","995","995","995","995","995","995","995",,"0","995","995","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","995",,"0","995","995","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995"
"19407941","137.70586","Middle Queens","1","1940794101","1","1","7","1","1","0","0","0","0","0","0","1","2019-06-08T00:00:00.000","2019-06-14T00:00:00.000","1","2","0","6","3","1","0","1","997","3","1","1","4","1","12","995","Manhattan Core","0","106","995","995","995","995",,,,,"995","995","995","995","49","995","995","995","995","995",,"0","995","995","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","995","995","5","995","1","995","995","995","995","995","995","0","0","0","0","0","1","0","0","0","0","0","1","0","995","995","995","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","2","105","995","995","995","30","995","995","995","0","0","0","0","1","0","2","995","4","995","995","995","995","995","995","995","995","995","995","995","995","1","3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1"
"19630116","0.00000","Middle Queens","1","1963011602","2","0",,,,,,,,,,,"2019-06-16T00:00:00.000","2019-06-22T00:00:00.000",,"995","6","7","1","1","0","995","995","995","995","995","995","995","995","995",,"0","995","995","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","995",,"0","995","995","995","995","995",,,,,"995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995","995"
