"ntrans","id","preg0","local","estrato","ur","prov","mun","delec","depto","upm","q1","edad","dia","a1","a2","a3","a4a","a4b","ad1","cp2","cp3","cp3a","cp4a","cp4b","soct1","soct2","soct3","cp5","cp5a","cp5b","cp5c","cp5d","cp6","cp7","cp8","cp9","cp13","cp14","cp15","l1","ls3","it1","it2","it3","vbprs02","vbpty02","vb7","vb8","unin3","unin4","unin6","unin7","refm1","refm3","refmq1","refmq2","refmq3","refmq4","refmq5","ca1","m1","np1","np2","np2a","np4","np5","sgl1","sgl1p","lgl1a","lgl2m","lgl3m","jc1","jc11","jc12","jc16","jc13a","jc15","jc20","acr1","aut10","aut14","aut15","b1","b2","b3","b4","b6","b10a","b31a","b30","b11","b12","b13","b18","b20","b21","b21a","b22","b33","b22b","b22c","b23","b23a","b23c","b23nr","b23e","b23b","b31","b42","b43","b44","n1","n3","n9","ing4","pn2","leng10","leng11","leng12","betid1","betid2","betid3","betid4","betid5","betid6","d1","d2","d3","d4","d5","e5","e8","e11","e15","e14","e2","e3","e16","c3","c5","c6","pn4","pn5","refm41","refm42","refm43","refm31","refm32","refm33","refm34","refm51","refm35","refm52","newtol4a","newtol5","newtol7","newtol8","btol1","btol2","btol3","btol4","btol5","ecreg1","ecreg2","bpod1","bpod2","bpod3","bpod4","bpod5","bpod6","prot1","prot2","prot3","prot4","prot5","aoj1","aoj3","aoj3b","aoj3a","aoj4","aoj6","aoj8a","aoj17c","aoj13","aoj12","aoj14","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc7","exc7b","dn1","dn2","dn3","dn4","gi1","gi2","gi3","gi4","gi5","gi6","q3","q4","r1","r2","r3","r4","r6","r7","r8","r9","r10","r11","r13","r14","r12","ocup1","ocup2","desoc1","desoc2","ed","ed2","q10","q11","q12","etid","etid2","leng1","leng2","mig1","mig2","mig3","lcuest","vest","peso1","wt"
"1","10","719010.0","719","1","4","704","711","68","7","111","1","2","2","1.0","1.0","1.0","16.0","40.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0","2.0","1","2.0","1.0","1.0","2.0","2.0","4.0","1.0","4.0","1.0","1.0","4.0","8.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","3.0","3.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","4.0","5.0","6.0","4.0","4.0","6.0","6.0","4.0","6.0","5.0","4.0","4.0","6.0","6.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","6.0","6.0",,"6.0",,"4.0","5.0","4.0","5.0","5.0","5.0","5.0","4.0","5.0","6.0","4.0","4.0","5.0",,"7.0","6.0","4.0","4.0","3.0","5.0","7.0","7.0","5.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","2.0","3.0","5.0","6.0","6.0","4.0","5.0","5.0","4.0","6.0","3.0","5.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2","2.0","2.0","2.0","2.0","2.0","3.0",,,,,"2.0","2.0","2.0",,"2.0","2.0","2.0","2.0","2.0","2.0","2.0","0.0","0.0",,"0.0",,"0.0",,"3.0","2.0","6.0","6.0","5.0","5.0","1","0","0","0","0","0","1","3.0","2","0","4","0.0","0","0","4","0.0","1","1","2","0","2","4",,"2",,"6","1","4.0","3.0","1",,,"1.0","1.0","2","9.0","2.0","1","2","0.11300301","0.11300301"
"1","11","719007.0","719","1","4","704","711","68","7","111","1","6","2","1.0","0.0","0.0","12.0","20.0","1.0","2.0","2.0","2.0","2.0","2.0","4.0","3.0",,"1","2.0","1.0","1.0","2.0","2.0","3.0","3.0","4.0","4.0","4.0","4.0","3.0","1.0","3.0","1.0","1.0","1.0","2.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","2.0","2.0",,"2.0","2.0","4.0","4.0","1.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","4.0","1.0","4.0","5.0","5.0","1.0","1.0","4.0","5.0","5.0","4.0","4.0","6.0","6.0","1.0","1.0","4.0","1.0","4.0","1.0","1.0","4.0","4.0","4.0","1.0",,"4.0","4.0","4.0","4.0","3.0","4.0","4.0","4.0","4.0","4.0","7.0","7.0","7.0","7.0","7.0","4.0","4.0","10.0","10.0","10.0","1.0","5.0","10.0","1.0","1.0","1.0","1.0","1.0","1.0","5.0","1.0","5.0","3.0","3.0","1.0","2.0","1.0","10.0","10.0","10.0","1.0","10.0","3.0","4.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","2","2.0",,,"1.0","2.0","3.0",,,,,"2.0","2.0","2.0",,"3.0",,"1.0","2.0","3.0","3.0","2.0","0.0","0.0",,"0.0",,"0.0",,"1.0","1.0","5.0","6.0","1.0","1.0","0","1","0","0","0","0","1","0.0","2","0","0","0.0","0","0","4","0.0","1","1","2","0","2","2",,"2",,"3","1","2.0","2.0","2","3.0","7.0","1.0","1.0","2","9.0","1.0","1","2","0.1833638","0.1833638"
"1","12","719008.0","719","1","4","704","711","68","7","111","2","3","2","1.0","1.0","0.0","28.0","16.0","1.0","2.0","1.0","2.0","2.0","2.0","3.0","2.0","1.0","2",,,,,"1.0","1.0","4.0","4.0","4.0","4.0","4.0","9.0","2.0","2.0","1.0","2.0","1.0","2.0","3.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","2.0","2.0",,"2.0","2.0","3.0","3.0","5.0","2.0","4.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","3.0","5.0","3.0","4.0","3.0","3.0","4.0","3.0","4.0","3.0","4.0","4.0","6.0","3.0","4.0","3.0","3.0","3.0","3.0","2.0","4.0","5.0","4.0","5.0","5.0","4.0",,"6.0","4.0","3.0","3.0","3.0","3.0","5.0","6.0","5.0","6.0","5.0","6.0","3.0","3.0","5.0","4.0","5.0","5.0","5.0","5.0","5.0","5.0","6.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","2.0","2.0","4.0","4.0","4.0","6.0","6.0","5.0","3.0","5.0","2.0","5.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","3","3.0","3.0","3.0","3.0","1.0","3.0",,,,,"2.0","1.0","2.0","3.0","2.0",,"2.0","2.0","2.0","3.0","2.0","0.0","0.0",,"0.0",,"0.0","0.0","3.0","1.0","5.0","5.0","5.0","5.0","0","0","0","0","0","0","1","4.0","0","0","0","0.0","0","0","4","0.0","1","1","2","0","2","8",,"2",,"16","1","4.0","2.0","8","1.0","7.0","1.0","1.0","2","9.0","1.0","1","2","0.11495589","0.11495589"
"1","13","719004.0","719","1","4","704","711","68","7","111","2","5","1","0.0","0.0","0.0","3.0","1.0",,"2.0","2.0","2.0","2.0","2.0","5.0","3.0",,"1","2.0","1.0","1.0","2.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","10.0","4.0","3.0","1.0","2.0","1.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0",,"2.0","2.0","4.0","3.0","5.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","3.0","2.0","1.0","2.0",,"5.0","3.0","5.0","6.0","7.0","4.0","3.0","2.0","6.0","7.0","1.0","2.0","3.0","7.0","3.0","5.0","7.0","6.0","7.0","5.0","4.0","5.0","3.0","2.0","3.0","7.0","6.0",,"3.0","5.0","3.0","7.0","5.0","6.0","6.0","6.0","7.0","6.0","1.0","1.0","2.0",,"6.0","9.0","5.0","10.0","1.0","10.0","10.0","7.0","6.0","1.0","3.0","3.0","4.0","1.0","4.0","4.0","2.0","3.0","1.0","1.0","2.0","7.0","8.0","1.0","1.0","10.0","3.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","3","1.0","1.0","1.0","1.0","1.0","3.0",,,,,"2.0","2.0","2.0",,"1.0",,"2.0","3.0","1.0","4.0","2.0","0.0","0.0",,,,,,"3.0","3.0","8.0","9.0","7.0","7.0","0","0","0","0","0","0","2","0.0","0","0","0","0.0","0","0","0","0.0","0","1","0","0","90","12",,"9","9.0","1","1",,"6.0","5","5.0","19.0","1.0","1.0","1",,,"1","2","0.11159099","0.11159099"
"1","14","719005.0","719","1","4","704","711","68","7","111","2","3","1","1.0","0.0","0.0","16.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0","1.0","1","2.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","4.0","2.0","7.0","2.0","3.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","2.0","2.0",,"2.0","2.0","3.0","5.0","4.0","1.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","1.0","5.0","5.0","6.0","6.0","5.0","5.0","5.0","4.0","6.0","6.0","5.0","5.0","6.0","6.0","6.0","5.0","5.0","5.0","6.0","6.0","5.0","5.0","5.0","5.0","6.0","5.0","6.0","7.0",,"6.0","5.0","4.0","5.0","6.0","6.0","7.0","7.0","7.0","7.0","5.0","5.0","6.0",,"6.0","5.0","6.0","7.0","4.0","6.0","7.0","7.0","4.0","5.0","4.0","5.0","5.0","6.0","6.0","5.0","3.0","3.0","3.0","2.0","2.0","5.0","6.0","4.0","1.0","7.0","3.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2","2.0","2.0","2.0","2.0","2.0","3.0",,,,,"2.0","2.0","2.0",,"2.0",,"2.0","3.0","2.0","2.0","2.0","0.0","0.0",,,,"0.0","0.0","3.0","1.0","7.0","6.0","5.0","5.0","0","1","0","0","0","0","1","4.0","0","0","0","0.0","0","0","0","0.0","0","1","2","0","1","12",,"9","9.0","3","1","1.0","3.0","5","4.0","7.0","1.0","1.0","1",,,"1","2","0.11495589","0.11495589"
"1","15","719001.0","719","1","4","704","711","68","7","111","2","1","1","0.0","1.0","0.0","16.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","3.0","1.0",,"1","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","10.0","1.0","3.0","2.0","2.0","3.0",,"2.0","1.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","3.0","1.0","2.0",,"1.0","2.0","3.0","3.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","6.0","7.0","4.0","5.0","2.0","6.0","1.0","4.0","6.0","4.0","3.0","5.0","7.0","3.0","5.0","6.0","7.0","5.0","4.0","3.0","6.0","7.0","5.0","2.0","7.0","3.0","5.0","7.0","6.0","7.0","4.0","3.0","4.0","5.0","7.0","7.0","5.0","7.0","2.0","3.0","4.0","5.0",,"8.0","5.0","6.0","8.0","4.0","7.0","8.0","10.0","9.0","6.0","7.0","2.0","5.0","2.0","2.0","4.0","1.0","1.0","2.0","2.0","3.0","6.0","5.0","5.0","3.0","10.0","3.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2","1.0","1.0","1.0","1.0","1.0","3.0",,,,,"1.0","2.0","1.0","1.0","1.0",,"2.0","2.0","3.0","1.0","2.0","0.0","0.0",,,,"0.0","0.0","2.0","1.0","7.0","10.0","9.0","10.0","0","0","0","0","0","0","1","4.0","0","0","0","0.0","0","0","4","0.0","0","1","2","0","1","12",,"9","9.0","7","1","2.0","3.0","5","6.0","1.0","1.0","1.0","2","9.0","2.0","1","2","0.11101053","0.11101053"
"1","16","719002.0","719","1","4","704","711","68","7","111","1","2","1","0.0","0.0","0.0","3.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","3.0","3.0","3.0","2",,,,,"4.0","2.0","4.0","4.0","4.0","4.0","4.0","10.0","2.0","2.0","2.0",,"1.0","88.0","4.0",,"2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0",,"2.0","2.0","4.0","5.0","1.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0",,"7.0","5.0","7.0","7.0","7.0","7.0","5.0","5.0","5.0","5.0","5.0","1.0","5.0","7.0","5.0","5.0","1.0","1.0","1.0","1.0","1.0","5.0","5.0","5.0","5.0","5.0","7.0",,"5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","7.0","5.0","1.0","1.0","7.0",,"10.0","6.0","1.0","1.0","1.0","1.0","10.0","10.0","1.0","1.0","1.0","1.0","10.0","10.0","1.0","1.0","1.0","1.0","5.0","5.0","1.0","10.0","10.0","4.0","1.0","10.0","3.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0",,"2.0","2.0","2.0","4.0","3","3.0","3.0","3.0","3.0","3.0","3.0",,,,,"1.0","1.0","1.0","1.0","3.0",,"2.0","2.0","2.0","2.0","2.0","0.0","0.0",,"0.0",,,"0.0","2.0","3.0","7.0","7.0","7.0","7.0","0","1","0","0","0","0","3","4.0","0","0","0","0.0","0","0","4","0.0","0","1","2","0","1","8",,"2",,"12","1","3.0","2.0","2",,"7.0","1.0","1.0","2","9.0","2.0","1","2","0.11300301","0.11300301"
"1","17","719003.0","719","1","4","704","711","68","7","111","1","4","1","1.0","0.0","1.0","1.0","8.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","1.0",,"1","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","8.0","2.0","3.0","2.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0",,"3.0","1.0","2.0",,"2.0","2.0","3.0","3.0","4.0","2.0","3.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","2.0","3.0","7.0","6.0","7.0","5.0","5.0","6.0","3.0","6.0","4.0","7.0","4.0","7.0","5.0","6.0","3.0","5.0","7.0","5.0","5.0","5.0","5.0","6.0","3.0","5.0","4.0","7.0","7.0","6.0","5.0","4.0","6.0","5.0","7.0","6.0","6.0","5.0","7.0","6.0","5.0","6.0","7.0","6.0","8.0","9.0","6.0","10.0","5.0","9.0","10.0","6.0","10.0","5.0","8.0","10.0","5.0","5.0","2.0","2.0","2.0","1.0","3.0","6.0","1.0","8.0","8.0","1.0","1.0","10.0","3.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","1","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","3.0","2.0","0.0","0.0",,"0.0",,"0.0","0.0","3.0","1.0","7.0","7.0","10.0","5.0","1","1","0","0","0","0","1","4.0","0","0","0","0.0","0","0","0","0.0","0","1","2","0","1","3","1.0","2",,"7","1","2.0","2.0","8","1.0","7.0","1.0","1.0","2","7.0","2.0","1","2","0.1004842","0.1004842"
"1","18","719017.0","719","1","4","704","711","68","7","111","2","5","1","0.0","0.0","0.0","1.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","3.0","3.0",,"2",,,,,"4.0","4.0","4.0","4.0","4.0","4.0","4.0",,"3.0","4.0","1.0","1.0","1.0","1.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0",,,,,,"1.0","3.0","2.0","2.0",,"2.0","2.0","3.0","3.0",,,,"1.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","2.0","2.0","3.0",,,,,,,"2.0","5.0",,,"6.0","7.0","6.0","5.0","5.0","5.0",,"6.0","6.0","5.0","6.0","5.0","5.0","5.0",,"4.0","7.0",,"3.0","3.0","3.0","5.0","6.0","6.0","5.0","5.0","7.0","7.0","1.0","1.0","7.0",,"2.0","6.0","4.0",,,,,,,,,,,"5.0","6.0",,"2.0","3.0","1.0","1.0","1.0","8.0","8.0",,"1.0","1.0",,"2.0","1.0","2.0","2.0","2.0","2.0","2.0",,,"2.0",,,"9",,,,,,"3.0",,,,,"2.0","2.0","2.0",,,,"2.0","3.0","3.0",,"2.0","0.0","0.0",,,,"0.0","0.0",,"4.0",,,,,"0","0","0","0","0","0","1","2.0","0","0","0","0.0","0","0","0","0.0","0","1","0","0","1","12",,"9","9.0","0","8",,"3.0","5","6.0",,"1.0","1.0","2","7.0","2.0","1","2","0.11159099","0.11159099"
"1","19","719006.0","719","1","4","704","711","68","7","111","2","1","1","0.0","1.0","0.0","4.0","8.0","2.0","2.0","2.0","2.0","2.0","1.0","3.0","3.0",,"2",,,,,"4.0","4.0","4.0","4.0","4.0","4.0","4.0","9.0","2.0","4.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","3.0","3.0","3.0","3.0","3.0","1.0","3.0","1.0","2.0",,"2.0","2.0","5.0","4.0","5.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","3.0","2.0","1.0","1.0","5.0","6.0","2.0","2.0","4.0","6.0","7.0","3.0","7.0","7.0","7.0","5.0","7.0","7.0","7.0","3.0","1.0","4.0","5.0","3.0","7.0","7.0",,"4.0","5.0","2.0","4.0","7.0",,"5.0","6.0","5.0","6.0","7.0","6.0","4.0","4.0","7.0","7.0","2.0","2.0","7.0",,"3.0","2.0","1.0","3.0","2.0","6.0","7.0","7.0","2.0","2.0","1.0","1.0","9.0","6.0","4.0","5.0","2.0","2.0","2.0","3.0","1.0","6.0","7.0","7.0","1.0","2.0","3.0","2.0","2.0","2.0","1.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","4.0","3","3.0","2.0","3.0","3.0","2.0","3.0",,,,,"2.0","2.0","2.0",,,"2.0","2.0","3.0","3.0","1.0","3.0","0.0","0.0",,,,"1.0",,"3.0","2.0","4.0","5.0","3.0","2.0","0","0","0","0","0","0","2",,"0","0","0","0.0","0","0","4","0.0","0","1","2","0","1","12",,"9","9.0","4","1",,"3.0","3",,"7.0","1.0","1.0","2","9.0","1.0","1","2","0.11101053","0.11101053"
"1","20","719020.0","719","1","4","704","711","68","7","111","1","1","1","1.0","1.0","1.0","28.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","4.0","2.0",,"2",,,,,"1.0","4.0","4.0","2.0","4.0","4.0","2.0","6.0","2.0","3.0","1.0","1.0","3.0",,"2.0","2.0","1.0","2.0","1.0","2.0","2.0","3.0",,,,,,"2.0","3.0","2.0","2.0",,"2.0","2.0","5.0","3.0","4.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","1.0","5.0","4.0","4.0","5.0","5.0","6.0","6.0","4.0","5.0","6.0","5.0","5.0","6.0","6.0","5.0","5.0","5.0","6.0","5.0","6.0","5.0","6.0","5.0","5.0","5.0","6.0","5.0","7.0","6.0","5.0","5.0","4.0","5.0","5.0","6.0","6.0","6.0","6.0","7.0","5.0","5.0","6.0",,"6.0","6.0","5.0","5.0","5.0","7.0","7.0","8.0","6.0","5.0","5.0","5.0","6.0","5.0","6.0","6.0","4.0","2.0","5.0","6.0","5.0","7.0","6.0","7.0","6.0","6.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","4.0","1","1.0","1.0","1.0","1.0","1.0","3.0",,,,,"2.0","2.0","2.0",,,,"1.0","2.0","3.0","1.0","2.0","0.0","0.0",,,,,,"2.0","1.0","6.0","6.0","5.0","5.0","1","1","0","0","0","0","1","6.0","0","0","0","0.0","0","0","0","0.0","0","1","2","0","1","9",,"2",,"12","1","2.0","1.0","0","6.0","6.0","1.0","1.0","1",,,"1","2","0.11030233","0.11030233"
"1","22","719019.0","719","1","4","704","711","68","7","111","1","2","1","0.0","0.0","0.0","28.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","3.0","2.0","1.0","2",,,,,"4.0","1.0","4.0","1.0","2.0","4.0","4.0",,"3.0","3.0","1.0","1.0","1.0","2.0","4.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","3.0","2.0","2.0",,"2.0","2.0","3.0","3.0","4.0","2.0","2.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","3.0","5.0","4.0","5.0","4.0","5.0","5.0","4.0","5.0","6.0","4.0","4.0","5.0","5.0","5.0","4.0","5.0","4.0","4.0","5.0","4.0","6.0","5.0","4.0","5.0","6.0","4.0","7.0",,"4.0","5.0","3.0","5.0","6.0","6.0","6.0","5.0","6.0","6.0","3.0","3.0","5.0",,"3.0","4.0","4.0","3.0","3.0","5.0","5.0","4.0","4.0","3.0","4.0","3.0","3.0","4.0","4.0","5.0","3.0","3.0","4.0","3.0","3.0","5.0","5.0","5.0","4.0","4.0","3.0","1.0","1.0","2.0","1.0","2.0","1.0","1.0","2.0","1.0","2.0","1.0","4.0","2","3.0","2.0","3.0","2.0","2.0","3.0",,,,,"2.0","2.0","2.0",,,,"2.0","3.0","4.0","3.0","2.0","0.0","0.0","0.0","0.0",,,"0.0","3.0","2.0","5.0","4.0","5.0","4.0","0","0","0","0","0","0","1","0.0","0","0","0","0.0","0","0","0","0.0","0","1","2","0","1","3","500.0","2",,"10","1","1.0","2.0","6",,,"1.0","1.0","2","7.0","2.0","1","2","0.11300301","0.11300301"
"1","23","719009.0","719","1","4","704","711","68","7","111","2","1","2","1.0","0.0","1.0","43.0",,"2.0","2.0","2.0","2.0","2.0","2.0","4.0","3.0","1.0","1","2.0","1.0","1.0","1.0","1.0","1.0","2.0","4.0","1.0","2.0","2.0","10.0","2.0","3.0","2.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","2.0",,"2.0","2.0","3.0","3.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","2.0","1.0","5.0","7.0","7.0","6.0","6.0","7.0","7.0","4.0","6.0","7.0","6.0","6.0","1.0","6.0","6.0","5.0","5.0","3.0","2.0","6.0","6.0","6.0","6.0","6.0","7.0","6.0","5.0","7.0",,"6.0","6.0","5.0","5.0","5.0","7.0","7.0","7.0","7.0","7.0","6.0","5.0","6.0","6.0","9.0","10.0","4.0","8.0","3.0","8.0","8.0","8.0","9.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","1.0","3.0","7.0","4.0","4.0","4.0","7.0","2.0","4.0","3.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","2","3.0","2.0","3.0","1.0","2.0","3.0",,,,,"1.0","2.0","2.0",,"2.0",,"2.0","2.0","3.0","1.0","2.0","0.0","0.0",,,,"1.0","0.0","3.0","3.0","9.0","8.0","3.0","8.0","0","0","0","0","0","0","3","7.0","0","0","0","0.0","0","0","0","0.0","0","1","2","0","1","13",,"2",,"5","1","3.0","2.0","2","1.0","2.0","1.0","1.0","1",,,"1","2","0.11101053","0.11101053"
"1","24","701013.0","701","1","4","704","709","68","7","112","2","1","1","1.0","0.0","1.0","1.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0","2.0","1","1.0","1.0","1.0","1.0","1.0","2.0","2.0","4.0","2.0","2.0","4.0","10.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0",,"2.0","2.0","3.0","3.0","4.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","3.0","2.0","2.0","1.0","5.0","4.0","3.0","6.0","6.0","5.0","5.0","4.0","3.0","6.0","5.0","6.0","7.0","6.0","7.0","7.0","6.0","6.0","5.0","4.0","6.0","2.0","5.0","5.0","6.0","5.0","4.0","7.0","5.0","4.0","7.0","6.0","6.0","7.0","7.0","7.0","7.0","7.0","7.0","5.0","5.0","7.0",,"8.0","7.0","8.0","7.0","2.0","7.0","8.0","7.0","2.0","6.0","7.0","5.0","10.0","8.0","7.0","8.0","2.0","3.0","9.0","8.0","9.0","8.0","9.0","10.0","1.0","8.0","3.0","4.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","1","1.0","1.0","1.0","1.0","1.0","3.0",,,,,"1.0","2.0","1.0","1.0","1.0",,"2.0","2.0","2.0","1.0","2.0","0.0","0.0",,,,,,"3.0","3.0","6.0","6.0","8.0","9.0","1","1","0","0","1","0","1","0.0","0","0","0","0.0","0","0","0","0.0","1","1","2","0","2","12",,"9","9.0","5","1",,"3.0","2","3.0","7.0","1.0","1.0","1",,,"1","2","0.11101053","0.11101053"
"1","25","701014.0","701","1","4","704","709","68","7","112","1","2","1","1.0","0.0","1.0","3.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0","1.0","1","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","4.0","4.0","2.0","10.0","1.0","1.0","1.0","2.0","1.0","3.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0",,"2.0","2.0","3.0","2.0","1.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","2.0","2.0","4.0","4.0","4.0","5.0","3.0","3.0","5.0","2.0","7.0","1.0","2.0","3.0","7.0","6.0","5.0","4.0","4.0","4.0","3.0","2.0","3.0","6.0","6.0","6.0","7.0","6.0","5.0","7.0","6.0","4.0","6.0","5.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","4.0","5.0","4.0","4.0","4.0","1.0","8.0","10.0","7.0","7.0","7.0","7.0","7.0","7.0","1.0","1.0","1.0","2.0","3.0","1.0","1.0","1.0","7.0","7.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","4.0","1","2.0","2.0","1.0","2.0","1.0","3.0",,,,,"1.0","2.0","2.0",,"2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","1.0",,"0.0",,,"0.0","3.0","2.0","10.0","10.0","10.0","10.0","0","0","0","0","0","0","1","0.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0","90","3","10.0","2",,"9","1","2.0","3.0","2","1.0",,"1.0","1.0","2","7.0","1.0","1","2","0.11300301","0.11300301"
