"year","pais","nationality","estratopri","upm","prov","municipio","elsalcalde","elscanton","elszona","elssegmento","elssec","ur","tamano","idiomaq","clusterdesc","cluster","idnum","intid","fecha","q1","ls3","a4","soct1","soct2","soct3","idio1","idio2","idio3","cp2","cp4a","cp4","np1","np1b","np2","muni10","sgl1","lgl2","muni6","elsmuni20","cp5","cp6","cp7","cp8","cp9","cp13","cp20","ls6","ls6a","it1","l1","prot3","prot4","y4","jc1","jc10","jc13","jc15a","jc16a","vic1ext","vic1exta","vic2","vic2aa","aoj1","aoj1b","vic31","vic1hogar","aoj8","aoj11","aoj11a","aoj12","aoj12a","aoj18","aoj17","vic40","vic41","vic42","vic43","vic44","vic45","vic46","vic47","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b18","b20","b20a","b21","b21a","b31","b32","b43","b17","b37","b47","b48","n1","n3","n9","n11","n12","n15","wt1","wt2","m1","m2","pop101","pop102","pop103","pop107","pop113","eff1","eff2","ing4","dem23","ros1","ros2","ros3","ros4","ros5","ros6","pn4","pn5","epn3a","epn3b","epn3c","e5","e8","e11","e15","e14","e3","e16","d1","d2","d3","d4","d5","d6","dem2","dem11","aut1","pp1","pp2","exc2","exc6","exc11a","exc11","exc13a","exc13","exc14a","exc14","exc15a","exc15","exc16a","exc16","exc18","exc7","per1","per2","per3","per4","per5","per6","per7","per8","per9","per10","crisis1","crisis2","elsb52","elsb54","elsb56","elsb57","elsb58","elsb59","elsay7","vb1","vb2","vb3","vb4","vb10","vb11","vb12","pol1","vb20","clien1","clien2","ed","edlevel","edyear","q2","y1","y2","y3","haicr1","q3c","q3ca","q5a","q5b","q10","q10a","q10b","q10a3","q10a4","q10c","q16","q14","q10d","q10e","q10f","q11","q12","q12a","etid","elsetida","leng1","www1","gi0","gi1","gi3","gi4","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r16","r18","ocup4a","ocup1a","ocup1b1","ocup1b2","pen1","pen3","pen4","sal1","sal2","sal4","colorr","sexi","colori","ti","ti3","annotations","ti4"
"2010","3","3","301","34","6","34","34",,"1","55",,"1","1","1","Apopa 55","137","906","1","13480000000.0","1","1.0","5.0","4.0","3.0","1.0","2.0","1","1.0","2","2","2.0","2.0",,"2.0",,"2.0","2.0","3.0","1.0","4.0","1","4.0","4","4.0","4.0",,"5.0","3.0","3.0","4.0","2.0",,,"1.0","1.0","1.0","1.0","2.0","2",,,,,,"0.0","2.0","1.0","4.0","1","1.0","3.0","1.0","1.0","1","1",,"0.0","0.0","0.0","0.0","0","5.0","6.0","5.0","6.0","7.0","6.0","5.0","7.0","6.0","6.0","5.0","5.0","4.0","6.0","6.0","5.0","7.0","7.0","7.0","6.0","6.0","7.0","7.0","4.0","5.0","6.0","6.0","7.0","5.0","5.0","3.0","2.0","6.0","5.0","5.0","6.0","6.0","6.0","5.0","6.0","6.0","7.0","6.0","7.0","7.0","7.0","7.0","2.0","1.0","1.0","1.0","2.0","8.0","9.0","8.0","5.0","3.0","2.0","10.0","6.0","7.0","8.0","9.0","2.0","3.0","2.0","2.0","1.0","1.0","2.0","0.0","0","0",,"1.0","0.0","0",,"0",,"0",,"0.0","2.0","5.0","2","7.0","5.0","7.0","7","6","1.0","7","6.0","2.0","8.0","1.0","1.0","2.0",,,,"1.0","1.0","2.0",,"7.0","1.0","304.0","2.0","3.0","2.0","3.0",,"9.0","2.0","209.0","19","4.0","7.0","2.0","2.0","2.0","204.0","1.0","1.0","4.0","1.0","3.0","3.0","2.0","1.0","4.0","2.0","4.0","3.0","9.0","1.0","1","0.0","1.0","1.0","301.0","5.0","2.0","1.0","1.0",,"1","1","0","1","0","0","0","0","1","1","1","1","0","1.0","1.0","3.0","2","1.0","1.0","1.0","1.0","1.0","1.0","3","1","6","13480000000.0","2184",,"36.4"
"2010","3","3","301","34","6","34","34",,"1","55",,"1","1","1","Apopa 55","137","907","6","13480000000.0","1","2.0","5.0","3.0","2.0","1.0","3.0","3","1.0","2","2","2.0","2.0",,"2.0",,"2.0","2.0","3.0","1.0","4.0","1","2.0","4","4.0","4.0",,"5.0","3.0","1.0","1.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,,,"0.0","2.0","1.0","1.0","1","2.0","2.0","3.0","2.0","0","1","0.0","0.0","0.0","0.0","0.0","0","4.0","4.0","4.0","4.0","5.0","4.0","4.0","4.0","4.0","6.0","4.0","6.0","4.0","4.0","6.0","5.0","6.0","7.0","7.0","3.0","5.0","4.0","6.0","6.0","6.0","5.0","5.0","5.0","5.0","5.0","2.0","2.0","3.0","4.0","4.0","4.0","4.0","5.0","4.0","4.0","3.0","4.0","6.0","4.0","6.0","7.0","7.0","2.0","2.0","2.0","2.0","2.0","6.0","8.0","6.0","4.0","4.0","1.0","2.0","4.0","4.0","3.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","0.0","0","1","0.0","1.0","0.0","0",,"1","0.0","1","0.0","0.0","2.0","5.0","1","6.0","1.0","6.0","4","6","1.0","6","1.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","3.0","5.0","1.0","1.0","302.0",,"1.0","302.0","4.0","2.0","2.0","2.0","2.0","6.0","1.0","106.0","49",,,,,"1.0","101.0","1.0","1.0","5.0","2.0",,,"2.0","4.0",,"2.0","4.0","3.0","3.0","2.0","3","3.0","1.0","1.0","301.0","2.0","2.0","1.0","1.0","1.0","1","1","1","1","0","0","0","0","1","1","1","0","0","1.0","2.0","3.0","2","1.0","2.0","1.0","1.0","1.0","1.0","2","2","5","13480000000.0","2339",,"38.983333"
"2010","3","3","301","34","6","34","34",,"1","55",,"1","1","1","Apopa 55","137","908","4","13480000000.0","1","1.0","5.0","5.0","2.0","2.0","4.0","2","2.0","2","2","2.0","2.0",,"2.0",,"3.0","1.0","1.0",,"4.0","4","4.0","4","4.0","4.0",,"6.0","4.0","3.0","4.0","2.0",,,"2.0","1.0","1.0","2.0","2.0","2",,,,,,"0.0","2.0","1.0","3.0","3","3.0","3.0","2.0","1.0","0","0",,"0.0","0.0",,"0.0","0","5.0","5.0","3.0","3.0","4.0","5.0","5.0","5.0","4.0","4.0","4.0","6.0","3.0","5.0","5.0","6.0","6.0","7.0","7.0","5.0","6.0","7.0","7.0","6.0","6.0","6.0","5.0","6.0","3.0","1.0","4.0","2.0","4.0","5.0","5.0","5.0","6.0","6.0","4.0","4.0","4.0","4.0","5.0","5.0","5.0","6.0","6.0","1.0","3.0","3.0","3.0","3.0","5.0","7.0","7.0","7.0","4.0","7.0","7.0","8.0","5.0","5.0","5.0","3.0","3.0","3.0","2.0","2.0","4.0","2.0","1.0","0","0",,"0.0",,"0",,"1","0.0","0",,"0.0","4.0","6.0","4","4.0","4.0","4.0","4","4","4.0","4","4.0","1.0","4.0","3.0","1.0","1.0","1.0","1.0","3.0","7.0","1.0","1.0","301.0",,"2.0",,,"4.0","3.0","3.0",,"0.0","0.0",,"77",,,,,"1.0","101.0","4.0","1.0","3.0","1.0","3.0","3.0","2.0","4.0",,"2.0","4.0","3.0","6.0","6.0","4","1.0","1.0","7.0","301.0","5.0","1.0","2.0",,"1.0","1","1","1","0","0","0","0","0","1","1","0","0","0","7.0",,"3.0","1","2.0",,,"2.0",,,"5","1","6","13480000000.0","2214",,"36.9"
"2010","3","3","301","34","6","34","34",,"1","55",,"1","1","1","Apopa 55","137","909","7","13480000000.0","2","3.0","5.0","3.0","2.0","2.0","2.0","2","2.0","2","2","2.0","2.0",,"2.0",,"3.0","2.0","1.0","1.0","4.0","1","3.0","4","4.0","4.0","4.0","5.0","2.0","3.0","8.0","2.0",,,"2.0","1.0","1.0","2.0","1.0","2",,,,,,"0.0","2.0","1.0","4.0","1","4.0","4.0","2.0","1.0","1","1",,"1.0","0.0","0.0","0.0","0","3.0","5.0","1.0","7.0","4.0","3.0","1.0","6.0","2.0","6.0","4.0","7.0","5.0","4.0","5.0","3.0","7.0","7.0","5.0","6.0","4.0","3.0","6.0","5.0","4.0","6.0","4.0","6.0","3.0","3.0","3.0","5.0","2.0","6.0","4.0","4.0","2.0","4.0","2.0","4.0","3.0","4.0","6.0","6.0","7.0","7.0","7.0","3.0","3.0","2.0","4.0","3.0","6.0","10.0","10.0","1.0","1.0","1.0","5.0","7.0","9.0","8.0","8.0","4.0","3.0","2.0","2.0","2.0","4.0","2.0","0.0","0","0",,"1.0","0.0","0",,"1","0.0","1","0.0","0.0","3.0","5.0","1","6.0","1.0","4.0","6","7","1.0","7","1.0","2.0","1.0","5.0","1.0","2.0",,,,"7.0","1.0","1.0",,,"2.0",,,"3.0","4.0","3.0",,"6.0","1.0","106.0","50",,,,,"1.0","101.0","2.0","1.0","4.0","2.0",,,"2.0","4.0",,"2.0","3.0","2.0",,"6.0","3","3.0","1.0","2.0","301.0","5.0","1.0","1.0","1.0","1.0","1","1","1","0","0","0","0","0","1","1","0","0","0","1.0","4.0","3.0","1","2.0",,,"2.0",,,"3","1","3","13480000000.0","4850",,"80.833333"
"2010","3","3","301","34","6","34","34",,"1","67",,"1","1","1","Apopa 67","138","910","2","13480000000.0","1","1.0","5.0","3.0","1.0","1.0","2.0","1","1.0","2","2","2.0","2.0",,"2.0",,"4.0","2.0","0.0",,"4.0","1","4.0","4","4.0","4.0",,"6.0","5.0","1.0","3.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,,,"0.0","2.0","2.0","3.0","1","4.0","4.0","2.0","3.0","1","1",,"1.0","0.0","0.0","0.0","0","1.0","6.0","5.0","2.0","7.0","1.0","1.0","6.0","2.0","6.0","1.0","2.0","7.0","1.0","7.0","2.0","2.0","7.0","6.0","2.0","3.0","5.0","7.0","7.0","7.0","5.0","3.0","6.0","5.0","5.0","2.0","5.0","1.0","6.0","2.0","7.0","7.0","7.0","7.0","7.0","7.0","1.0","2.0","6.0","7.0","7.0","7.0","2.0","4.0","4.0","4.0","4.0","10.0","10.0","1.0","1.0","1.0","1.0","4.0","10.0","9.0","1.0","1.0","1.0","1.0","3.0","2.0","2.0","4.0","2.0","0.0","0","0",,"1.0","0.0","0",,"1","0.0","0",,"0.0","1.0","7.0","1","7.0","6.0","7.0","4","7","1.0","7","1.0","2.0","7.0","5.0","2.0","1.0","2.0","2.0","2.0","7.0","1.0","1.0","302.0",,"1.0","302.0","4.0","1.0","2.0","2.0","2.0","17.0","3.0","317.0","27",,,,,"5.0","509.0","2.0","1.0","5.0","2.0",,,"2.0","4.0",,"2.0","3.0","2.0",,"2.0","1","1.0","1.0","2.0","301.0","2.0","1.0","1.0","1.0","1.0","1","1","0","1","0","1","1","0","1","1","1","0","1","1.0","2.0","3.0","2","1.0","1.0","1.0","1.0","1.0","1.0","4","2","4","13480000000.0","2111",,"35.183333000000005"
"2010","3","3","301","34","6","34","34",,"1","67",,"1","1","1","Apopa 67","138","911","18","13480000000.0","1","3.0","4.0","4.0","3.0","1.0","4.0","2","1.0","2","2","2.0","2.0",,"2.0",,"2.0","1.0","3.0","1.0","4.0","1","3.0","2","4.0","4.0",,"5.0","8.0","1.0","3.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,,,"0.0","2.0","2.0","1.0","1","3.0","4.0","1.0","4.0","0","0","0.0","0.0","0.0",,"0.0","0","3.0","4.0","2.0","4.0","5.0","3.0","2.0","4.0","4.0","6.0","5.0","7.0","1.0","4.0","7.0","4.0","7.0","7.0","5.0","2.0","4.0","2.0","6.0","6.0","4.0","4.0","4.0","5.0","5.0","5.0","2.0","3.0","3.0","5.0","3.0","1.0","4.0","3.0","5.0","3.0","2.0","2.0","5.0","2.0","4.0","4.0","6.0","3.0","3.0","3.0","3.0","1.0","7.0","9.0","9.0","5.0","3.0","1.0","1.0","3.0","5.0","1.0","1.0","5.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0","0",,"0.0",,"0",,"0",,"0",,"0.0","1.0","6.0","2","6.0","2.0","7.0","2","5","2.0","6","2.0","1.0","1.0","9.0","1.0","1.0","2.0","2.0","4.0","5.0","1.0","1.0","302.0",,"1.0","302.0","4.0","1.0","2.0","3.0",,"12.0","2.0","212.0","42",,,,,"1.0","101.0","1.0","1.0","7.0","2.0",,,"2.0","4.0",,"2.0","3.0","3.0","9.0","2.0","3","3.0","7.0","1.0","301.0","5.0","1.0","1.0","1.0","1.0","1","1","0","1","1","1","0","0","1","1","0","0","0","7.0",,"3.0","2","1.0","1.0","3.0","2.0",,,"5","1","3","13480000000.0","3157",,"52.61666700000001"
"2010","3","3","301","34","6","34","34",,"1","67",,"1","1","1","Apopa 67","138","912","23","13480000000.0","2","1.0","5.0","5.0","3.0","3.0","4.0","3","3.0","2","1","1.0","1.0","3.0","1.0","1.0","3.0","2.0","1.0","1.0","2.0","4","3.0","4","4.0","4.0","4.0","3.0","5.0","3.0","2.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,,,"0.0","2.0","2.0","3.0","1","4.0","4.0","2.0","3.0","1","1","0.0","0.0","1.0","0.0","1.0","0","1.0","6.0","3.0","3.0","3.0","2.0","2.0","3.0","2.0","1.0","2.0","5.0","2.0","2.0","2.0","2.0","3.0","7.0","3.0","2.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","5.0","1.0","3.0","3.0","1.0","1.0","1.0","1.0","1.0","2.0","5.0","5.0","6.0","2.0","6.0","5.0","6.0","7.0","7.0","2.0","3.0","3.0","3.0","3.0","6.0","8.0","4.0","1.0","1.0","1.0","1.0","8.0","7.0","4.0","4.0","3.0","8.0","2.0","2.0","2.0","4.0","2.0","0.0","0","0",,"1.0","0.0","0",,"0",,"1","0.0","0.0","2.0","6.0","2","6.0","6.0","6.0","5","6","6.0","7","2.0","1.0","7.0","4.0","2.0","1.0","2.0","2.0","3.0","4.0","1.0","1.0","302.0",,"2.0",,,"3.0","1.0","3.0",,"12.0","2.0","212.0","28",,,,,"1.0","101.0","4.0","1.0","3.0","2.0",,,"2.0","4.0",,"2.0","3.0","3.0","3.0","3.0","2","2.0","2.0","2.0","301.0","5.0","1.0",,"1.0","1.0","1","1","0","1","0","0","0","0","1","1","0","0","0","1.0","4.0","3.0","2","2.0",,,"2.0",,,"6","2","5","13480000000.0","2048",,"34.133333"
"2010","3","3","301","34","6","34","34",,"1","67",,"1","1","1","Apopa 67","138","913","28","13480000000.0","2","1.0","57.0","3.0","3.0","2.0","3.0","3","2.0","2","2","2.0","2.0",,"2.0",,"2.0","1.0","2.0","1.0","3.0","1","4.0","3","4.0","4.0","4.0","4.0","4.0","1.0","7.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","1","1.0","3.0","4.0","1.0",,"0.0","1.0","2.0","2.0","1","3.0","4.0","3.0","4.0","1","1",,"0.0","1.0","0.0","1.0","0","3.0","2.0","2.0","1.0","4.0","3.0","1.0","5.0","2.0","5.0","3.0","3.0","3.0","1.0","6.0","3.0","6.0","7.0","5.0","4.0","2.0","1.0","3.0","4.0","3.0","4.0","3.0","3.0","5.0","2.0","2.0","4.0","2.0","3.0","1.0","3.0","4.0","2.0","4.0","6.0","1.0","4.0","4.0","4.0","7.0","5.0","7.0","3.0","2.0","4.0","4.0","2.0","4.0","8.0","5.0","2.0","1.0","1.0","2.0","5.0","7.0","5.0","5.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","0.0","0","0",,"1.0","0.0","0",,"1","0.0","0",,"0.0","1.0","6.0","1","6.0","2.0","6.0","1","6","1.0","6","2.0","1.0","7.0","5.0","2.0","2.0",,,,"3.0","1.0","1.0","302.0",,"2.0",,,"4.0","2.0","3.0",,"12.0","2.0","212.0","34",,,,,"6.0","602.0","2.0","1.0","6.0","2.0",,,"2.0","4.0",,"2.0","3.0","3.0","9.0","2.0","2","2.0","2.0","2.0","301.0","4.0","1.0","1.0","1.0","1.0","1","1","1","1","1","0","1","0","1","1","1","0","0","1.0","1.0","3.0","2","1.0","1.0","1.0","1.0","1.0","1.0","5","2","5","13480000000.0","2595",,"43.25"
"2010","3","3","301","34","6","34","34",,"1","67",,"1","1","1","Apopa 67","138","914","12","13480000000.0","2","1.0","3.0","3.0","3.0","1.0","4.0","3",,"2","2","2.0","2.0",,"2.0",,"3.0","4.0","0.0","1.0","1.0","1","2.0","4","2.0","1.0","4.0","8.0","10.0","1.0","9.0","2.0",,,"2.0","2.0","1.0","2.0","2.0","1","15.0","11.0","4.0","2.0","2.0","0.0","2.0","1.0","1.0","4","4.0","3.0","1.0","3.0","1","1","1.0","1.0","0.0","0.0","0.0","0","2.0","7.0","3.0","4.0","5.0","3.0","5.0","7.0","3.0","5.0","6.0","3.0","7.0","5.0","4.0","4.0","2.0","7.0","3.0","5.0","6.0","7.0","1.0","2.0","2.0","2.0","2.0","3.0","3.0","1.0","3.0","5.0","1.0","2.0","6.0","3.0","6.0","1.0","7.0","7.0","5.0","2.0","7.0","4.0","3.0","4.0","6.0","2.0","2.0","3.0","3.0","3.0","1.0","5.0","8.0","1.0","1.0","1.0","1.0","5.0","7.0","8.0","10.0","6.0","1.0","2.0","2.0","2.0","2.0","1.0","0.0","0","0",,"1.0","0.0","0",,"1","0.0","0",,"0.0","2.0","6.0","1","6.0","1.0","7.0","5","7","1.0","6","1.0","1.0","7.0","9.0","1.0","2.0",,,,"7.0","1.0","1.0","301.0",,"1.0","301.0","4.0","1.0","3.0","3.0",,"12.0","2.0","212.0","64",,,,,"5.0","509.0","1.0","1.0","5.0","2.0",,,"2.0","4.0",,"2.0","3.0","1.0",,"6.0","2","1.0","1.0","2.0","301.0","5.0","1.0","1.0","1.0","1.0","1","1","1","0","0","0","0","0","1","1","0","1","0","1.0","4.0","3.0","2","1.0","2.0","1.0","1.0","1.0","1.0","3","2","5","13480000000.0","2790",,"46.5"
"2010","3","3","301","34","6","34","34",,"1","67",,"1","1","1","Apopa 67","138","915","13","13480000000.0","2","2.0","57.0","4.0","3.0",,"5.0","3","1.0","2","2","2.0","2.0",,"2.0",,"2.0","2.0","2.0","1.0","3.0","1","2.0","2","2.0","4.0","4.0","5.0","6.0","2.0","2.0","2.0",,,"2.0","2.0","1.0","2.0","2.0","2",,,,,,"0.0","1.0","1.0","2.0","1","2.0","1.0","3.0","2.0","0","1",,"0.0","1.0","0.0","0.0","0","4.0","7.0","6.0","7.0","7.0","5.0","5.0","6.0","4.0","7.0","5.0","6.0","4.0","5.0","7.0","7.0","5.0","7.0","6.0","4.0","4.0","6.0","7.0","6.0","7.0","6.0","5.0","5.0","1.0","1.0","1.0","3.0","7.0","7.0","6.0","7.0","7.0","7.0","5.0","7.0","5.0","5.0","7.0","7.0","6.0","7.0","7.0","3.0","3.0","2.0","2.0","3.0","8.0","7.0","10.0","4.0","2.0","1.0","8.0","6.0","10.0","1.0","6.0","5.0","1.0","3.0","2.0","2.0","4.0","2.0","0.0","0","0",,"1.0","0.0","0",,"1","0.0","1","0.0","0.0","4.0","7.0","3","6.0","7.0","7.0","6","7","7.0","7","7.0","1.0","4.0","2.0","1.0","2.0",,,,"5.0","1.0","1.0","302.0",,"1.0","302.0","5.0","1.0","2.0","3.0",,"6.0","1.0","106.0","40",,,,,"1.0","101.0","2.0","1.0","7.0","1.0","3.0","3.0","2.0","1.0","4.0","1.0","3.0","3.0","5.0","1.0","2","2.0","3.0","3.0","301.0","5.0","1.0","1.0","1.0","1.0","1","1","0","0","0","0","0","0","1","1","0","0","0","5.0",,"1.0","2","2.0",,,"2.0",,,"5","2","4","13480000000.0","2965",,"49.416667"
"2010","3","3","301","35","6","35","35",,"1","4",,"1","1","1","Ciudad Delgado 4","139","916","4","13480000000.0","1","2.0","5.0","4.0","3.0","2.0","3.0","3","2.0","2","2","2.0","2.0",,"2.0",,"3.0","2.0","0.0","1.0","4.0","4","4.0","4","4.0","4.0",,"4.0","5.0","1.0","6.0","2.0",,,"2.0","2.0","1.0","1.0","2.0","1","3.0","3.0","4.0","2.0","1.0","0.0","1.0","2.0","3.0","1","4.0","3.0","2.0","3.0","1","0",,"0.0","0.0",,"0.0","0","3.0","2.0","2.0","2.0","7.0","1.0","1.0","5.0","1.0","3.0","2.0","2.0","5.0","1.0","1.0","2.0","4.0","7.0","2.0","2.0","1.0","3.0","2.0","3.0","2.0","2.0","2.0","1.0","3.0","3.0","3.0","4.0","1.0","5.0","5.0","4.0","7.0","1.0","3.0","4.0","7.0","7.0","7.0","7.0","6.0","5.0","6.0","4.0","3.0","4.0","4.0","3.0","1.0","10.0","6.0","1.0","1.0","1.0","3.0","4.0","8.0","3.0","2.0","7.0","1.0","1.0","2.0","2.0","4.0","2.0","0.0","0","0",,"0.0",,"0",,"0",,"0",,"0.0","1.0","5.0","1","5.0","3.0","7.0","1","3","4.0","5","5.0","1.0","7.0","5.0","2.0","2.0",,,,"5.0","1.0","2.0",,"6.0","2.0",,,"4.0","4.0","3.0",,"13.0","4.0","413.0","18","4.0","11.0","2.0","1.0","5.0","509.0","1.0","1.0","4.0","2.0",,,"2.0","4.0",,"1.0","2.0","3.0","3.0","1.0","0",,"2.0","2.0","301.0","1.0","2.0","1.0","1.0","1.0","1","1","1","1","1","0","1","0","1","1","1","0","1","4.0",,"2.0","1","2.0",,,"1.0","3.0","1.0","5","1","6","13480000000.0","1812",,"30.2"
"2010","3","3","301","35","6","35","35",,"1","4",,"1","1","1","Ciudad Delgado 4","139","917","12","13480000000.0","1","1.0","5.0","2.0","1.0","2.0","2.0","2","1.0","2","2","2.0","2.0",,"2.0",,"2.0","1.0","2.0","1.0","4.0","1","4.0","4","4.0","4.0",,"6.0","4.0","2.0","3.0","2.0",,,"2.0","1.0","2.0","2.0","2.0","1","1.0","1.0","3.0","2.0","3.0","0.0","2.0","2.0","3.0","2","2.0","3.0","1.0","2.0","1","1",,"0.0","0.0","0.0","0.0","0","5.0","5.0","4.0","5.0","6.0","5.0","4.0","4.0","4.0","5.0","4.0","3.0","5.0","3.0","4.0","4.0","5.0","5.0","4.0","3.0","4.0","6.0","4.0","4.0","4.0","5.0","5.0","5.0","4.0","3.0","2.0","3.0","4.0","3.0","3.0","3.0","2.0","4.0","5.0","4.0","2.0","5.0","5.0","4.0","4.0","4.0","5.0","2.0","2.0","2.0","2.0","2.0","5.0","5.0","7.0","4.0","2.0","1.0","3.0","6.0","5.0","5.0","4.0","2.0","1.0","1.0","2.0","2.0","3.0","2.0","1.0","0","0",,"1.0","0.0","0",,"1","0.0","0",,"0.0","2.0","5.0","5","5.0","3.0","6.0","2","5","3.0","5","5.0","2.0","6.0","4.0","1.0","2.0",,,,"7.0","1.0","1.0","302.0",,"1.0","302.0","3.0","2.0","2.0","2.0","1.0","12.0","2.0","212.0","20","4.0","1.0","1.0","2.0","2.0","204.0","1.0","1.0","5.0","1.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0",,"1.0","0",,"2.0",,"301.0","2.0","2.0","1.0","1.0","1.0","1","1","1","1","0","0","0","0","1","1","0","0","0","1.0","2.0","3.0","2","1.0","1.0","1.0","2.0",,,"4","2","5","13480000000.0","2143",,"35.716667"
"2010","3","3","301","35","6","35","35",,"1","4",,"1","1","1","Ciudad Delgado 4","139","918","7","13480000000.0","1","3.0","5.0","5.0","3.0","3.0","5.0","3","3.0","2","2","2.0","2.0",,"2.0",,"4.0","1.0","0.0","2.0",,"4","4.0","4","4.0","4.0",,"4.0","8.0","2.0","5.0","2.0",,,"1.0","1.0","1.0","1.0","2.0","2",,,,,,"0.0","2.0","1.0","2.0","1","1.0","2.0","3.0","4.0","0","0",,"0.0","0.0",,"0.0","1","3.0","5.0","5.0","3.0","6.0","4.0","4.0","6.0","4.0","5.0","4.0","6.0","6.0","1.0","5.0","4.0","4.0","6.0","3.0","3.0","4.0","6.0","5.0","4.0","6.0","4.0","3.0","2.0","2.0","2.0","3.0","3.0","4.0","2.0","2.0","3.0","1.0","3.0","3.0","6.0","3.0","6.0","7.0","6.0","7.0","7.0","7.0","3.0","3.0","3.0","3.0","4.0","4.0","7.0","8.0","2.0","2.0","5.0","6.0","7.0","7.0","9.0","10.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0","1","0.0","0.0",,"0",,"0",,"0",,"0.0","2.0","5.0","1","6.0","6.0","5.0","6","6","6.0","7","1.0","1.0","2.0","5.0","2.0","2.0",,,,"7.0","1.0","2.0",,"3.0","1.0","301.0","3.0","2.0","3.0","3.0",,"9.0","2.0","209.0","39",,,,,"1.0","101.0","5.0","1.0","4.0","1.0","2.0","2.0","1.0","2.0","3.0","1.0","3.0","2.0",,"1.0","0",,"1.0","2.0","301.0","2.0","1.0","1.0","1.0","1.0","1","1","1","1","2","1","1","0","1","1","1","0","1","3.0",,"2.0","1","2.0",,,"2.0",,,"3","1","3","13480000000.0","2380",,"39.666667"
"2010","3","3","301","35","6","35","35",,"1","4",,"1","1","1","Ciudad Delgado 4","139","919","18","13480000000.0","2","1.0","1.0","3.0","2.0","1.0","2.0","2","1.0","2","2","2.0","2.0",,"2.0",,"2.0","2.0","3.0","1.0","2.0","1","4.0","4","2.0","4.0","4.0","8.0","6.0","1.0","1.0","2.0",,,"2.0","1.0","1.0","2.0","2.0","2",,,,,,"3.0","1.0","2.0","1.0","1","4.0","3.0","1.0","3.0","0","0","0.0","0.0","0.0","0.0","1.0","0","5.0","7.0","4.0","5.0","6.0","3.0","4.0","7.0","4.0","6.0","5.0","4.0","7.0","5.0","7.0","5.0","5.0","7.0","5.0","5.0","6.0","4.0","6.0","5.0","5.0","5.0","6.0","5.0","5.0","5.0","2.0","2.0","5.0","6.0","3.0","5.0","4.0","6.0","7.0","4.0","5.0","4.0","6.0","6.0","7.0","6.0","4.0","2.0","2.0","1.0","2.0","2.0","7.0","9.0","8.0","4.0","1.0","1.0","1.0","6.0","6.0","4.0","6.0","3.0","1.0","2.0","1.0","1.0","4.0","1.0","0.0","0","1","0.0","1.0","0.0","0",,"0",,"0",,"1.0","2.0","6.0","3","7.0","4.0","7.0","7","7","1.0","5","1.0","1.0","6.0","2.0","1.0","2.0",,,,"5.0","1.0","1.0","302.0",,"1.0","302.0","4.0","2.0","2.0","3.0",,"14.0","3.0","314.0","19","4.0","5.0","1.0","1.0","5.0","509.0","1.0","1.0","6.0","1.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0",,"1.0","0",,"7.0","1.0","301.0","1.0","2.0","1.0","1.0","1.0","1","1","1","1","2","0","1","0","1","1","1","0","1","1.0","4.0","3.0","2","2.0",,,"2.0",,,"3","1","3","13480000000.0","1948",,"32.466667"
